Rank|Song|Total Points|Number Ones|Total Listeners
1328|Arcade Fire - Rococo|10.5|0|1
1328|Los Del Fuego - Jurabas tú|10.5|0|1
1328|Foxes - If You Leave Me Now|10.5|0|1
1328|The Wombats - 21st Century Blues|10.5|0|1
1328|Avenged Sevenfold - The Stage|10.5|0|1
1328|Björk - Atom Dance|10.5|0|1
1328|Crystal Castles - Sadist|10.5|0|1
1328|Sabrina Carpenter - Best Thing I Got|10.5|0|1
1328|Björk - Mouth Mantra|10.5|0|1
1328|Calvin Harris - Holiday (feat. Snoop Dogg, John Legend & Takeoff)|10.5|0|1
1328|K.Flay - High Enough - RAC Remix|10.5|0|1
1328|DJ Assault - Who Got Beef?|10.5|0|1
1328|BØRNS - 10,000 Emerald Pools|10.5|0|2
1328|Mac DeMarco - Dreams From Yesterday|10.5|0|1
1328|Björk - Stonemilker|10.5|0|1
1328|Taylor Swift - Haunted|10.5|0|3
1328|Arcade Fire - Une année sans lumière|10.5|0|3
1328|The Chainsmokers - My Type|10.5|0|1
1328|Fat Joe - What's Luv? (feat. Ja-Rule & Ashanti)|10.5|0|1
1328|Darius Rucker - Wagon Wheel|10.5|0|1
1328|Frank Ocean - Bad Religion|10.5|0|1
1328|Arcade Fire - Half Light II (No Celebration)|10.5|0|1
1328|Kasabian - Pinch Roller|10.5|0|1
1328|Aretha Franklin - Chain of Fools|10.5|0|1
1328|Tinashe - Bated Breath|10.5|0|1
1328|Arcade Fire - Modern Man|10.5|0|1
1328|Sabella - Made It Right|10.5|0|1
1328|Annie - Chewing Gum|10.5|0|1
1328|Britney Spears - Liar|10.5|0|2
1328|Håkan Hellström - Kärlek Är ett Brev Skickat Tusen Gånger|10.5|0|1
1328|alt-J - 3WW|10.5|0|1
1328|Banks - Judas|10.5|0|1
1328|Joey Bada$$ - Devastated|10.5|0|1
1328|Björk - Family|10.5|0|1
1328|Arcade Fire - Neighborhood #3 (Power Out)|10.5|0|3
1328|ABBA - Super Trouper|10.5|0|1
1328|Mac DeMarco - This Old Dog|10.5|0|1
1328|Bebe Rexha - Small Doses|10.5|0|1
1328|Migos - Fight Night|10.5|0|1
1328|Arcade Fire - Suburban War|10.5|0|1
1328|Björk - Notget|10.5|0|1
1328|Miranda Lambert - Mama's Broken Heart|10.5|0|1
1328|Mac DeMarco - Still Beating|10.5|0|1
1328|Julia Michaels - Uh Huh (Stripped) (Vevo LIFT)|10.5|0|1
1328|Drake - GET it TOgeTHEr|10.5|0|1
1328|Taylor Swift - Out of the Woods|10.5|0|4
1328|Waxahatchee - Sparks Fly|10.5|0|1
1328|Sabrina Carpenter - All We Have Is Love|10.5|0|1
1328|Cash Cash - All My Love (feat. Conor Maynard)|10.5|0|2
1328|NCT 127 - Sun & Moon|10.5|0|1
1328|Slow Club - Suffering You, Suffering Me|10.5|0|1
1328|Mac DeMarco - On the Level|10.5|0|1
1328|Bryson Tiller - Right My Wrongs|10.5|0|1
1328|alt-J - House Of The Rising Sun|10.5|0|1
1328|Phantogram - Black Out Days|10.5|0|1
1328|Mac DeMarco - ONE ANOTHER|10.5|0|1
1328|Lady Gaga - Yoü and I|10.5|0|1
1328|Danny Brown - XXX|10.5|0|1
1328|Sabrina Carpenter - Seamless|10.5|0|1
1328|Vérité - Nothing|10.5|0|2
1328|Selena Gomez - Good for You|10.5|0|2
1328|System of a Down - Know|10.5|0|1
1328|Coldplay - The Scientist|10.5|0|2
1328|DNCE - Body Moves|10.5|0|2
1328|Halsey - Devil in Me|10.5|0|4
1412|Aly & AJ - Chemicals React (Remix)|10.0|0|1
1412|Dido - Honestly OK|10.0|0|1
1412|Kendrick Lamar - A.D.H.D|10.0|0|1
1412|Demi Lovato - Cool for the Summer|10.0|0|3
1412|Denzel Curry - ULT|10.0|0|2
1412|BTS - 쩔어 DOPE|10.0|0|2
1412|PVRIS - St. Patrick|10.0|0|2
1412|Dido - Don't Think of Me|10.0|0|1
1412|Rob Dougan - Chateau|10.0|0|1
1412|Baka Not Nice - Live Up To My Name|10.0|0|1
1412|CHVRCHES - Down Side Of Me|10.0|0|2
1412|Bronski Beat - Hit That Perfect Beat|10.0|0|1
1412|Van Morrison - Brown Eyed Girl|10.0|0|1
1412|Ugly God - I'm Tryna Fuck|10.0|0|6
1412|Zara Larsson - TG4M|10.0|0|4
1412|Sorority Noise - No Halo|10.0|0|1
1412|Depeche Mode - Everything Counts - Remastered|10.0|0|1
1412|Linkin Park - Forgotten|10.0|0|1
1412|PRETTYMUCH - Would You Mind|10.0|0|2
1412|CHVRCHES - Clearest Blue|10.0|0|2
1412|Ryan Gosling - A Lovely Night - From "La La Land" Soundtrack|10.0|0|1
1412|Duffy - Warwick Avenue|10.0|0|1
1412|Soccer Mommy - Death by Chocolate|10.0|0|1
1412|WEKI MEKI - I Don't Like Your Girlfriend|10.0|0|1
1412|Leach - Little Taste of Heaven|10.0|0|1
1412|Aminé - Beach Boy|10.0|0|5
1412|Khalid - Angels|10.0|0|1
1412|Lisa: The Joyful OST - 666 Kill Chop Deluxe|10.0|0|1
1412|Charli XCX - Secret (Shh)|10.0|0|3
1412|Linkin Park - In the End|10.0|0|2
1412|The Housemartins - Happy Hour|10.0|0|1
1412|The Human League - Mirror Man|10.0|0|1
1412|Orchestral Manoeuvres in the Dark - Enola Gay - 2003 - Remaster|10.0|0|1
1412|Sylvan Esso - Song|10.0|0|1
1412|The Chainsmokers - Young|10.0|0|2
1412|Sylvan Esso - The Glow|10.0|0|2
1412|Tyler Glenn - Gates|10.0|0|1
1412|Tove Lo - My Gun|10.0|0|1
1412|CHVRCHES - High Enough To Carry You Over|10.0|0|2
1412|Jaden Smith - Batman|10.0|0|1
1412|CLC - CALL MY NAME|10.0|0|1
1412|24k - Been you|10.0|0|1
1412|Sean Price - Negus|10.0|0|1
1412|Brooke Candy - Volcano|10.0|0|2
1412|ABBA - Mamma Mia|10.0|0|2
1412|Mike - VICTORY LAB (feat. Mal Devisa & King Carter)|10.0|0|1
1412|Britney Spears - Get Naked (I Got a Plan)|10.0|0|1
1412|Soccer Mommy - Try|10.0|0|1
1412|French Montana & J Balvin - Unforgettable (Latin Remix) (feat. Swae Lee)|10.0|0|1
1412|Marina & the Diamonds - How To Be a Heartbreaker|10.0|0|2
1412|Drake - 4422|10.0|0|1
1412|Alan Morris - Made of Light - Radio Edit|10.0|0|1
1412|Dido - Girl Who Got Away|10.0|0|1
1412|Drake - No Long Talk|10.0|0|1
1412|Metro Boomin - No Complaints|10.0|0|1
1412|Costa - Carry My Love - Radio Edit|10.0|0|1
1412|Depeche Mode - Enjoy the Silence|10.0|0|1
1412|Becky G - Shower|10.0|0|1
1412|Dwayne Johnson - You're Welcome|10.0|0|2
1412|Britney Spears - Get Back|10.0|0|1
1412|CHVRCHES - Empty Threat|10.0|0|2
1412|P!nk - U + Ur Hand|10.0|0|2
1412|Katy Perry - Chained to the Rhythm (feat. Skip Marley)|10.0|0|2
1412|Yazoo - Only You|10.0|0|1
1412|Estelle - Here Comes a Thought|10.0|0|1
1412|Paramore - Brick by Boring Brick|10.0|0|2
1412|Hilary Duff - One in a Million|10.0|0|1
1412|Coldplay - Always in My Head|10.0|0|1
1480|Teenage Wrist - Summer|9.5|0|1
1480|Danny L Harle - Broken Flowers|9.5|0|1
1480|Sampha - Blood On Me|9.5|0|1
1480|Fiona Apple - Periphery|9.5|0|1
1480|Rozes - Canyons|9.5|0|1
1480|M83 - Safe|9.5|0|1
1480|Ed Sheeran - Thinking Out Loud|9.5|0|3
1480|Nicki Minaj - I’m The Best|9.5|0|2
1480|Brett Eldredge - Brother|9.5|0|1
1480|Curtis Mayfield - (Don't Worry) If There Is A Hell Below, We're All Going To Go|9.5|0|1
1480|Vera Blue - Said Goodbye To Your Mother|9.5|0|2
1480|Adel Tawil - Unter Wasser|9.5|0|1
1480|소녀시대 - Mr.Mr.|9.5|0|1
1480|Radiohead - Life in a Glasshouse|9.5|0|2
1480|Blackbear - chateau|9.5|0|1
1480|Girls' Generation-TTS - 내가 네게 (Whisper)|9.5|0|1
1480|Radiohead - How To Disappear Completely|9.5|0|2
1480|Kero Kero Bonito - Break - Jonah Baseball Remix|9.5|0|1
1480|Aria - Hope|9.5|0|1
1480|Harry Styles - kiWi|9.5|0|2
1480|DNCE - Toothbrush|9.5|0|1
1480|Brett Eldredge - Heartbreaker|9.5|0|1
1480|Everything Everything - To the Blade|9.5|0|2
1480|A. G. Cook - Keri Baby|9.5|0|1
1480|Deaf Havana - Night Drives|9.5|0|1
1480|James Vincent McMorrow - Cavalier|9.5|0|1
1480|DJ Khaled - I Can't Even Lie|9.5|0|1
1480|Wonder Girls - Candle|9.5|0|1
1480|Taylor Swift - i heart question mark|9.5|0|1
1480|Brett Eldredge - Haven't Met You|9.5|0|1
1480|Gabe Reali - Oceans|9.5|0|1
1480|Adore Delano - Negative Nancy|9.5|0|2
1480|Poppy - Let's Make A Video|9.5|0|2
1480|Foster the People - Houdini|9.5|0|1
1480|Ronnie Flex - Achteruit|9.5|0|1
1480|Lana Del Rey - Best American Record|9.5|0|1
1480|The Ronettes - I Wonder|9.5|0|1
1480|Carly Rae Jepsen - Higher|9.5|0|4
1480|Massive Attack - Teardrop|9.5|0|2
1480|Everything Everything - Only as Good as My God|9.5|0|2
1480|2NE1 - I Am The Best|9.5|0|1
1480|Saskwatch - 100 Years|9.5|0|1
1480|The Strokes - The Modern Age|9.5|0|2
1480|Bill Wurtz - Movie Star|9.5|0|1
1480|The Strokes - Soma|9.5|0|2
1480|AlunaGeorge - I Remember|9.5|0|1
1480|HAIM - Days Are Gone|9.5|0|2
1480|Atlas Genius - 63 Days|9.5|0|1
1480|Khary - Desperado|9.5|0|1
1480|Arcade Fire - Everything_Now (continued)|9.5|0|1
1480|Brett Eldredge - No Stopping You|9.5|0|1
1480|Wintersun - Awaken From The Dark Slumber (Spring)|9.5|0|1
1480|Blackbear - Do Re mi|9.5|0|1
1480|Radiohead - 15 Step|9.5|0|1
1480|Vince Staples - Blue Suede|9.5|0|1
1480|Shania Twain - That Don't Impress Me Much|9.5|0|2
1480|Iman Omari - Out On the Run|9.5|0|1
1480|Jessica Smith - 50/50|9.5|0|1
1480|The Strokes - Barely Legal|9.5|0|2
1480|소녀시대 - 말해봐 (Talk Talk)|9.5|0|1
1480|BROCKHAMPTON - BOYS|9.5|0|3
1480|Rudimental - Sun Comes Up|9.5|0|1
1480|Brett Eldredge - The Reason|9.5|0|1
1480|Madonna - Lucky Star|9.5|0|2
1480|Volbeat - For Evigt (feat. Johan Olsen)|9.5|0|1
1480|DNCE - Truthfully|9.5|0|1
1480|Fiona Apple - Hot Knife|9.5|0|1
1480|Kesha - Let 'em Talk|9.5|0|2
1480|DNCE - Doctor You|9.5|0|1
1480|Martin Garrix - Scared To Be Lonely|9.5|0|2
1480|Vampire Weekend - Unbelievers|9.5|0|1
1480|Aaliyah - At Your Best (You Are Love)|9.5|0|1
1480|Teenage Wrist - Afterglow|9.5|0|1
1480|Kanye West - Hell of a Life|9.5|0|2
1480|Phoenix - Entertainment|9.5|0|1
1480|H3 Podcast #17 - Jacksfilms & Internet Comment Etiquette|9.5|0|1
1480|WOLFE de MÇHLS - Sunset Park|9.5|0|1
1480|Sia - Move Your Body|9.5|0|1
1480|Radiohead - No Surprises|9.5|0|1
1480|Brett Eldredge - Crystal Clear|9.5|0|1
1480|Lorde - Everybody Wants To Rule the World|9.5|0|1
1480|CupcakKe - CPR|9.5|0|1
1480|Yungen - Bestie (feat. Yxng Bane)|9.5|0|1
1563|Yuna feat. Jhené Aiko - Used To Love You|9.0|0|1
1563|Denzel Curry - Bloodshed|9.0|0|1
1563|Carly Rae Jepsen - Call Me Maybe|9.0|0|4
1563|Linkin Park - Breaking the Habit|9.0|0|1
1563|Rationale - Palms|9.0|0|1
1563|Exo - Call Me Baby|9.0|0|1
1563|The Stone Roses - This Is the One|9.0|0|1
1563|Yvette Young - A Map A String A Light|9.0|0|1
1563|Collagen Girl - All Around The World ( (feat. Collagen Girl ))|9.0|0|1
1563|Archy Marshall - Any God of Yours|9.0|0|1
1563|The New Pornographers - Jackie|9.0|0|1
1563|The New Pornographers - The Mary Martin Show|9.0|0|1
1563|Wale - My Love (feat. Major Lazer, WizKid, Dua Lipa)|9.0|0|1
1563|Exo - 너의 손짓 Touch It|9.0|0|1
1563|Animal Collective - Who Could Win a Rabbit|9.0|0|1
1563|Lil' Wayne - Got Money|9.0|0|1
1563|Vera Blue - We Used To|9.0|0|1
1563|Marina Lima - Não Sei Dançar|9.0|0|1
1563|Shane Dawson - Trisha Paytas - Shane And Friends - Ep. 121|9.0|0|1
1563|PVRIS - Fire|9.0|0|2
1563|Archy Marshall - Ammi Ammi|9.0|0|1
1563|Elohim - She Talks Too Much|9.0|0|1
1563|Vaults - Paradise|9.0|0|1
1563|Sampha - Too Much|9.0|0|1
1563|AlunaGeorge - Outlines|9.0|0|1
1563|Broken Social Scene - Lover's Spit|9.0|0|1
1563|Linkin Park - Waiting for the End|9.0|0|1
1563|Denzel Curry - Zeltron 6 Billion|9.0|0|1
1563|The Knocks - Kiss the Sky (feat. Wyclef Jean)|9.0|0|1
1563|JoJo - Too Little Too Late|9.0|0|2
1563|Mike Will Made-It - Perfect Pint|9.0|0|1
1563|Lady Gaga - Scheiße|9.0|0|3
1563|P.O.D. - Asthma|9.0|0|1
1563|Shura - What Happened To Us?|9.0|0|1
1563|Girl Band - Baloo|9.0|0|1
1563|White Sea - Arcadia|9.0|0|1
1563|Lana Del Rey - Brooklyn Baby|9.0|0|3
1563|The Beatles - While My Guitar Gently Weeps - remastered|9.0|0|1
1563|Rationale - Fast Lane|9.0|0|1
1563|Broken Social Scene - Hug Of Thunder|9.0|0|1
1563|The New Pornographers - The Body Says No|9.0|0|1
1563|Rationale - Re.Up|9.0|0|1
1563|Chicano Batman - Friendship (Is A Small Boat In A Storm)|9.0|0|1
1563|Mac Miller - Cinderella|9.0|0|1
1563|The New Pornographers - Centre for Holy Wars|9.0|0|1
1563|Lana Del Rey - Carmen|9.0|0|2
1563|HÆLOS - Pray|9.0|0|1
1563|Luis Fonsi - Despacito - Versión Portugués|9.0|0|1
1563|Rationale - Reciprocate|9.0|0|1
1563|PVRIS - What's Wrong|9.0|0|1
1563|Rufus Wainwright - Hallelujah|9.0|0|1
1563|Sally Shapiro - Don't Be Afraid|9.0|0|1
1563|Astrid S - Bloodstream|9.0|0|1
1563|The Avalanches - Since I Left You|9.0|0|2
1563|The Gregory Brothers - Butter on My Roll|9.0|0|1
1563|DJ Khaled - Take It To The Head|9.0|0|1
1563|Meghan Trainor - Credit|9.0|0|1
1563|Winner - Really Really|9.0|0|1
1563|Blood Orange - Augustine|9.0|0|2
1563|Brothers Osborne - It Ain't My Fault|9.0|0|1
1563|Bruno Mars - That's What I Like|9.0|0|3
1563|Block B - 난리나|9.0|0|1
1563|Exo - 소름 Chill|9.0|0|1
1563|Car Seat Headrest - Unforgiving Girl (She's Not A Single Version)|9.0|0|1
1563|Crowded House - Private Universe|9.0|0|1
1563|Lana Del Rey - National Anthem|9.0|0|2
1563|St. Vincent - New York|9.0|0|4
1563|Lady Gaga - Sinner's Prayer|9.0|0|3
1563|Dance Gavin Dance - Me and Zoloft Get Along Just Fine (Tree City Sessions)|9.0|0|1
1563|Meghan Trainor - Mr. Almost|9.0|0|1
1563|Kelly Clarkson - Don't Let Me Stop You|9.0|0|1
1563|Beyoncé - Sorry|9.0|0|2
1563|Laura Marling - Soothing|9.0|0|1
1563|Goldfrapp - Anymore|9.0|0|1
1563|Grimes - Artangels|9.0|0|1
1563|Exo - 다이아몬드 Diamond|9.0|0|1
1563|The Beatles - Blackbird|9.0|0|1
1563|The Beatles - Got To Get You Into My Life - Remastered|9.0|0|1
1563|M.I.A. - Teqkilla|9.0|0|1
1563|BTS - 21st Century Girl|9.0|0|1
1563|Rationale - Fuel To the Fire|9.0|0|1
1563|Block B - Nillili Mambo|9.0|0|1
1563|Glee Cast - Sweet Caroline|9.0|0|1
1563|Aminé - REDMERCEDES|9.0|0|2
1563|Astrid S - Jump|9.0|0|1
1563|Estelle - American Boy (feat. Kanye West)|9.0|0|1
1563|NCT 127 - 소방차 Fire Truck|9.0|0|1
1563|Toto - Africa|9.0|0|3
1563|Nina Nesbitt - The Moments I'm Missing - Commentary|9.0|0|1
1563|TransViolet - Don't Put It On Me|9.0|0|1
1563|Rezz - Relax|9.0|0|1
1563|Susanne Sundfør - Undercover - Edit|9.0|0|2
1563|BTS - 흥탄소년단 Boyz with Fun|9.0|0|1
1563|Manchester Orchestra - The Alien|9.0|0|2
1563|Audien & Max - One More Weekend|9.0|0|1
1563|Meghan Trainor - Kindly Calm Me Down|9.0|0|1
1563|Cashmere Cat - Night Night (feat. Kehlani)|9.0|0|1
1563|Rick Ross - Aston Martin Music|9.0|0|1
1563|Stephen - Remembering Myself|9.0|0|1
1563|Linkin Park - Robot Boy|9.0|0|1
1563|Odesza - Meridian|9.0|0|1
1563|(Sandy) Alex G - Powerful Man|9.0|0|1
1563|Jimmy Eat World - Dizzy|9.0|0|1
1563|Foster the People - Pay the Man|9.0|0|4
1563|Astrid S - Paper Thin|9.0|0|1
1563|CRUISR - Go For It|9.0|0|1
1563|Paramore - Proof|9.0|0|1
1563|Bleachers, Sia - Like a River Runs|9.0|0|1
1563|Migos - Bad and Boujee|9.0|0|1
1563|Chelsea Wolfe - Scrape|9.0|0|1
1563|CHVRCHES - Make Them Gold|9.0|0|1
1563|Super Junior - DEVIL|9.0|0|1
1563|Sufjan Stevens - Death with Dignity|9.0|0|1
1563|Goldfrapp - Moon In Your Mouth|9.0|0|1
1563|The Stone Roses - I Wanna Be Adored|9.0|0|1
1563|Linkin Park - Lying from You|9.0|0|1
1563|Dance Gavin Dance - Turn Off the Lights, I'm Watching Back To the Future|9.0|0|1
1563|Anna of the North - Someone|9.0|0|1
1563|Like Pacific - Clarity|9.0|0|1
1563|Michelle Branch - Temporary Feeling|9.0|0|1
1563|Smallpools - Million Bucks|9.0|0|1
1563|Fleet Foxes - Your Protector|9.0|0|1
1563|Dua Lipa - New Love|9.0|0|4
1686|E-40 - Rapper's Ball|8.5|0|1
1686|Paul Asleson - Historians Marquesas Part 3|8.5|0|1
1686|Fleet Foxes - Mykonos|8.5|0|1
1686|Swedish House Mafia - Don't You Worry Child (feat. John Martin)|8.5|0|1
1686|Lana Del Rey - Cruel World|8.5|0|2
1686|Tamar Braxton - Catfish|8.5|0|1
1686|Niall Horan - On The Loose|8.5|0|1
1686|Taylor Swift - Bad Blood|8.5|0|2
1686|Manila Killa - I'm OK (feat. Shaylen)|8.5|0|1
1686|Survivor Game Changers from Rob has a Podcast | RHAP - Mike Blooms 15 Greatest Survivor Non-Playing Characters & Animals|8.5|0|1
1686|Paul Asleson - Historians Amazon Part 2|8.5|0|1
1686|Kid Cudi - Day 'n' Nite|8.5|0|1
1686|Prince & The Revolution - Let's Go Crazy (2015 Paisley Park Remaster)|8.5|0|1
1686|Rihanna - Good Girl Gone Bad|8.5|0|1
1686|Jeff Rosenstock - Hellllhoooole|8.5|0|2
1686|Jennifer Lopez - Ain't It Funny - Murder Remix|8.5|0|1
1686|Bebe Rexha - I Got You|8.5|0|2
1686|Frank Ocean - White|8.5|0|1
1686|Paul Asleson - Historians Marquesas Pt 2|8.5|0|1
1686|Steve Aoki - Just Hold On|8.5|0|3
1686|Tyler, the Creator - Droppin' Seeds|8.5|0|4
1686|Aaliyah - Try Again|8.5|0|1
1686|TLC - No Scrubs|8.5|0|2
1686|Paul Asleson - Historians Amazon Pt3|8.5|0|1
1686|Paul Asleson - Historians Amazon 1|8.5|0|1
1686|Kanye West - On Sight|8.5|0|3
1686|Bruno Mars - Grenade|8.5|0|1
1686|clipping. - Story 2|8.5|0|2
1686|Carly Rae Jepsen - Black Heart|8.5|0|4
1686|Marina & the Diamonds - Radioactive|8.5|0|2
1686|Radiohead - Optimistic|8.5|0|1
1686|Passion Pit - Cry Like a Ghost|8.5|0|1
1686|Lemâitre - Playing To Lose - Coucheron Remix|8.5|0|1
1686|Paramore - Forgiveness|8.5|0|2
1686|New Order - Elegia (2015 Remastered Version)|8.5|0|1
1686|Dance Gavin Dance - Lemon Meringue Tie|8.5|0|1
1686|Duke Dumont - Real Life|8.5|0|1
1686|TLC - Silly Ho|8.5|0|1
1686|Beyoncé - 6 Inch (feat. The Weeknd)|8.5|0|1
1686|Le Youth - Clap Your Hands (feat. Ava Max)|8.5|0|3
1686|Basia Bulat - Fool|8.5|0|1
1686|Lil' Wayne - Act A Ass (feat. B.G.)|8.5|0|1
1686|AlunaGeorge - Turn Up the Love|8.5|0|2
1686|Madonna - Holiday|8.5|0|1
1686|Kendrick Lamar - untitled 08 | 09.06.2014.|8.5|0|1
1686|Radiohead - I Might Be Wrong|8.5|0|1
1686|Paul Asleson - Historians Thailand Part 1|8.5|0|1
1686|Paul Asleson - Historians Thailand Part 2|8.5|0|1
1686|Tyler, the Creator - 911 / Mr. Lonely (feat. Anna of the North, Steve Lacy, & Frank Ocean)|8.5|0|1
1686|Paul Asleson - Historians- Marquesas 1|8.5|0|1
1686|Radiohead - Street Spirit (Fade Out)|8.5|0|1
1686|HAIM - Little of Your Love (Live on SNL)|8.5|0|1
1686|Radiohead - Morning Bell|8.5|0|1
1686|Paul Asleson - Historians PI Part 1|8.5|0|1
1686|Carla Bruni - Quelqu'un m'a dit|8.5|0|1
1686|Leland - Mattress|8.5|0|1
1686|HAIM - Bad Liar (Selena Gomez cover) in the Live Lounge|8.5|0|1
1686|Tessa Violet - Just Right|8.5|0|1
1686|HAIM - You Never Knew|8.5|0|1
1686|Harry Styles - Only Angel|8.5|0|1
1686|Radiohead - Untitled|8.5|0|1
1686|Kevin Abstract - empty|8.5|0|1
1686|Teena Marie - Lips To Find You|8.5|0|1
1686|Iggy Azalea - Mo Bounce - Dirtcaps Remix|8.5|0|1
1686|Podcasts – The Purple Rock Survivor Podcast - 30 from 30: The Thirty Moments That Shaped Survivor, part 2|8.5|0|1
1686|Drake - FeEL no WAyS|8.5|0|1
1686|Dance Gavin Dance - It's Safe To Say You Dig the Backseat|8.5|0|1
1686|Sleeping at Last - Atlantic|8.5|0|1
1686|Ellie Goulding - Lights|8.5|0|2
1686|Dance Gavin Dance - Strawberry André|8.5|0|1
1686|Radiohead - Knives Out|8.5|0|1
1686|Podcasts – The Purple Rock Survivor Podcast - 30 from 30: The Thirty Moments That Shaped Survivor|8.5|0|1
1686|The Most Gruesome Parasites - Neglected Tropical Diseases – NTDs|8.5|0|1
1686|Paul Asleson - Historians Thailand Pt 2|8.5|0|1
1686|Dance Gavin Dance - Untitled|8.5|0|1
1686|Paramore - Idle Worship|8.5|0|5
1686|Little Mix - Nothing Else Matters|8.5|0|1
1686|Bobby Brown - My Prerogative|8.5|0|1
1686|Cheat Codes - Stay With You|8.5|0|1
1686|Tove Lo - Cool Girl|8.5|0|3
1686|Survivor Game Changers from Rob has a Podcast | RHAP - The 15 Funniest Classic Jeff Probst Hosting Moments|8.5|0|1
1686|Harry Styles - cAROlina|8.5|0|1
1686|The 1975 - You|8.5|0|1
1686|Tessa Violet - Broken Record|8.5|0|1
1686|Radiohead - Weird Fishes/ Arpeggi|8.5|0|1
1686|POMME - En cavale|8.5|0|1
1686|Radiohead - Kid A|8.5|0|1
1686|Radiohead - The National Anthem|8.5|0|1
1686|Cœur de Pirate - Comme des enfants|8.5|0|1
1686|Gang Starr - Code Of The Streets|8.5|0|1
1686|Carly Rae Jepsen - Roses|8.5|0|4
1686|Arcade Fire - Wake Up|8.5|0|2
1686|ramriddlz - Habaesha (Prod. Jaegen & Krs.)|8.5|0|1
1686|Harry Styles - Meet Me in the Hallway|8.5|0|1
1686|Charli XCX - No Angel (HD) - Jazz Cafe - 20.04.17|8.5|0|1
1686|Anderson .Paak - Am I Wrong|8.5|0|1
1686|Enya - Only Time|8.5|0|1
1783|AzeaLlia Banks - Venus|8.0|0|1
1783|Aminé - Money|8.0|0|3
1783|La La Land Cast - Another Day Of Sun - From "La La Land" Soundtrack|8.0|0|1
1783|Kesha - Godzilla|8.0|0|4
1783|Karen O - Day Go By|8.0|0|1
1783|Radiohead - True Love Waits|8.0|0|2
1783|Nicki Minaj - Feeling Myself|8.0|0|1
1783|CLC - No oh oh|8.0|0|1
1783|Lady Gaga - Marry the Night (Zedd Remix)|8.0|0|1
1783|Crash Land - Crash Land|8.0|0|1
1783|Brandon Beal, Olivia Holt - Paradise|8.0|0|3
1783|The Wombats - Greek Tragedy|8.0|0|1
1783|Marina & the Diamonds - Obsessions|8.0|0|2
1783|Karen O - Rapt - TRZTN Remix|8.0|0|1
1783|Lana Del Rey - This Is What Makes Us Girls|8.0|0|1
1783|Stereolab - Miss Modular|8.0|0|1
1783|현아 - Serene|8.0|0|1
1783|Neil Cicierega - Bills Like Jean Spirit|8.0|0|1
1783|Charli XCX - So Over You|8.0|0|2
1783|The Weeknd - I Feel It Coming|8.0|0|3
1783|Dolly Parton - I Will Always Love You|8.0|0|1
1783|Phoenix - 1901|8.0|0|2
1783|Kygo - Here For You|8.0|0|2
1783|LOOΠΔ - Eclipse (Prod. by Daniel Obi Klein)|8.0|0|1
1783|Dal★Shabet - Someone Like U|8.0|0|1
1783|Manchester Orchestra - The Wolf|8.0|0|1
1783|Lana Del Rey - Radio|8.0|0|1
1783|현아 - Get Outta My House|8.0|0|1
1783|Animal Collective - Peacebone|8.0|0|1
1783|Britney Spears - ...Baby One More Time|8.0|0|4
1783|Courtney Barnett - Depreston|8.0|0|1
1783|Frank Ocean - Crack Rock|8.0|0|2
1783|Ariana Grande - One Last Time|8.0|0|6
1783|Stereolab - The Flower Called Nowhere|8.0|0|1
1783|ABBA - Voulez-Vous|8.0|0|1
1783|Stereolab - Rainbo Conversation|8.0|0|1
1783|Frank Ocean - Good Guy|8.0|0|4
1783|Kard - Oh NaNa (Hidden. HUR YOUNG JI)|8.0|0|1
1783|현아 - Roll Deep|8.0|0|1
1783|Robyn - Dancing on My Own|8.0|0|4
1783|Manchester Orchestra - The Maze|8.0|0|1
1783|Ralph - Young Hearts Run Free|8.0|0|2
1783|EXID - Night Rather than Day|8.0|0|1
1783|Kendrick Lamar - Poe Mans Dreams (His Vice)|8.0|0|1
1783|Shakira - La Tortura|8.0|0|2
1783|Ariana Grande - Side To Side - Slushii Remix|8.0|0|1
1783|4minute - Gain Weight|8.0|0|1
1783|Sky Ferreira - Boys|8.0|0|1
1783|Mark Ronson & The Business Intl - Somebody To Love Me|8.0|0|1
1783|Marvin Gaye - Inner City Blues (Make Me Wanna Holler)|8.0|0|1
1783|BROODS - Heartlines|8.0|0|1
1783|Dr. Kucho! - Can't Stop Playing - Oliver Heldens & Gregor Salto Edit|8.0|0|1
1783|Marina & the Diamonds - I'm a Ruin|8.0|0|1
1783|Todd Terje - Maskindans|8.0|0|1
1783|Dev - Bass Down Low (feat. The Cataracs)|8.0|0|1
1783|Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope - Chillin' Like a Villain|8.0|0|1
1783|Lana Del Rey - Million Dollar Man|8.0|0|1
1783|Britney Spears - When I Found You|8.0|0|1
1783|Björk - Human Behaviour|8.0|0|2
1783|Kendrick Lamar - Tammy's Song (Her Evils)|8.0|0|1
1783|Emma Stone - Someone In The Crowd - From "La La Land" Soundtrack|8.0|0|1
1783|Britney Spears - Breathe on Me|8.0|0|3
1783|Sufjan Stevens - I Want To Be Well|8.0|0|1
1783|The Chainsmokers - Honest - Gil Glaze Remix|8.0|0|1
1783|Winner - Fool|8.0|0|1
1783|Kendrick Lamar - F*ck Your Ethnicity|8.0|0|1
1783|Neil Cicierega - No Credit Card|8.0|0|1
