Rank|Song|Total Points|Number Ones|Total Listeners
1693|Jason Mraz - Geek In The Pink|11.5|0|1
1693|Jedward - Waterline|11.5|0|1
1693|Jess Glynne - Take Me Home|11.5|0|1
1693|Joanna Newsom - Sprout and The Bean|11.5|0|1
1693|Joyride - 6AM|11.5|0|1
1693|Justin Bieber - Baby (feat. Ludacris)|11.5|0|1
1693|Justin Timberlake - Like I Love you|11.5|0|1
1693|Justin Timberlake - Pusher Love Girl|11.5|0|1
1693|Kailee Morgue - Do You Feel This Way (feat. Whethan)|11.5|0|1
1693|Katy Perry - Bigger Than Me|11.5|0|1
1693|Kendrick Lamar - LOYALTY. (feat. Rihanna)|11.5|0|1
1693|Kllo - Virtue|11.5|0|1
1693|Kuja - Your Favorite|11.5|0|1
1693|Liam Payne - Slow|11.5|0|1
1693|LIL PUMP - Drug Addicts|11.5|0|1
1693|Little Mix - Shout Out To My Ex|11.5|0|1
1693|Lucas & Steve - Where Have You Gone (Anywhere)|11.5|0|1
1693|Ludovico Einaudi - Nuvole Bianche|11.5|0|1
1693|Lumidee - Never Leave You (Uh Oh) Lyrics|11.5|0|1
1693|Lykke Li - Gunshot|11.5|0|1
1693|Lykke Li - Just Like a Dream|11.5|0|1
1693|M.I.A. - A.M.P (All My People)|11.5|0|1
1693|MAMAMOO - Mr-Ambiguous|11.5|0|1
1693|Miike Snow - For U (feat. Charli XCX)|11.5|0|1
1693|MY Q - Love Ain't Easy|11.5|0|1
1693|Nina Nesbitt - Chewing Gum|11.5|0|1
1693|Pernilla Mayer - Free From Boundaries|11.5|0|1
1693|Pitbull - Timber|11.5|0|1
1693|Rationale - One By One|11.5|0|1
1693|Rhonda Mackert - Night Song|11.5|0|1
1693|Robyn - With Every Heartbeat - with Kleerup|11.5|0|1
1693|ScHoolboy Q, 2 Chainz & Saudi - X|11.5|0|1
1693|Shane & Shane - Interlude|11.5|0|1
1693|Snail Mail - Let's Find an Out|11.5|0|1
1693|St. Lucia - All Eyes on You|11.5|0|1
1693|Sudan Archives - Wake Up|11.5|0|1
1693|SunMi - 곡선|11.5|0|1
1693|Superorganism - SPRORGNSM|11.5|0|1
1693|Tame Impala - Mind Mischief|11.5|0|1
1693|Tennis - My Better Self|11.5|0|1
1693|The Long Winters - (It's A) Departure|11.5|0|1
1693|Tony Jay - Out There|11.5|0|1
1693|Tory Lanez - Keep In Touch (feat. Bryson Tiller)|11.5|0|1
1693|Victoria Monet - Freak (Remix) (feat. Bia)|11.5|0|1
1693|Waxahatchee - Be Good|11.5|0|1
1693|Злата Огневич - Gravity|11.5|0|1
1693|새소년 Se So Neon - 긴 꿈 A Long Dream|11.5|0|1
1775|BROCKHAMPTON - FABRIC|11.0|0|5
1776|Cat Power - You Get|11.0|0|4
1776|Mitski - Old Friend|11.0|0|4
1776|Soccer Mommy - Henry|11.0|0|4
1779|Kali Uchis - Dead To Me|11.0|0|3
1779|Kimbra - Human|11.0|0|3
1779|MGMT - She Works Out Too Much|11.0|0|3
1779|MNEK - Tongue|11.0|0|3
1779|Years & Years - Karma|11.0|0|3
1784|Avril Lavigne - Together|11.0|0|2
1784|Betty Who - Human Touch|11.0|0|2
1784|Betty Who - just thought you should know|11.0|0|2
1784|Betty Who - Some Kinda Wonderful|11.0|0|2
1784|BROCKHAMPTON - 1999 WILDFIRE|11.0|0|2
1784|Bryson Tiller - Exchange|11.0|0|2
1784|Carly Rae Jepsen - Cry|11.0|0|2
1784|Cat Power - Stay|11.0|0|2
1784|Clean Bandit - I Miss You (feat. Julia Michaels)|11.0|0|2
1784|Deee-Lite - Groove Is in The Heart|11.0|0|2
1784|Emily King - Remind Me|11.0|0|2
1784|Emily Warren - Something To Hold on To|11.0|0|2
1784|Fall Out Boy - Jet Pack Blues|11.0|0|2
1784|FKA twigs - Closer|11.0|0|2
1784|FKA twigs - Hours|11.0|0|2
1784|FKA twigs - Lights On|11.0|0|2
1784|FKA twigs - Numbers|11.0|0|2
1784|FKA twigs - Pendulum|11.0|0|2
1784|FKA twigs - Preface|11.0|0|2
1784|FKA twigs - Video Girl|11.0|0|2
1784|Fleet Foxes - White Winter Hymnal|11.0|0|2
1784|Paramore - Ain't It Fun|11.0|0|2
1784|Phosphorescent - C'est La Vie No.2|11.0|0|2
1784|Red Velvet - Blue Lemonade|11.0|0|2
1784|Sigala - Lullaby|11.0|0|2
1784|Taemin - move|11.0|0|2
1784|Taylor Swift - Mean|11.0|0|2
1784|The Beatles - Eleanor Rigby - Remastered 2009|11.0|0|2
1784|Tove Lo - 9th Of October|11.0|0|2
1784|xxxtentacion - I don't wanna do this anymore|11.0|0|2
1784|YURI (Girls' Generation) - Illusion|11.0|0|2
1815|A.A.L (Against All Logic) - I Never Dream|11.0|0|1
1815|A.A.L (Against All Logic) - Such a Bad Way|11.0|0|1
1815|All Time Low - Backseat Serenade|11.0|0|1
1815|All Time Low - Get Down on Your Knees and Tell Me You Love Me|11.0|0|1
1815|Aly & AJ - Potential Breakup Song|11.0|0|1
1815|Animal Collective - Summertime Clothes|11.0|0|1
1815|Animal Collective - What Would I Want? Sky|11.0|0|1
1815|Arctic Monkeys - Mad Sounds|11.0|0|1
1815|Arctic Monkeys - One for The Road|11.0|0|1
1815|Arctic Monkeys - Why'd You Only Call Me When You're High?|11.0|0|1
1815|Ava Max - Not Your Barbie Girl|11.0|0|1
1815|Beach House - Equal Mind|11.0|0|1
1815|Beck - Loser|11.0|0|1
1815|Beck - Seventh Heaven|11.0|0|1
1815|Big Black Delta - The Zebrah|11.0|0|1
1815|Billy Bragg - California Stars|11.0|0|1
1815|BLACKPINK - So Hot (THEBLACKLABEL Remix)|11.0|0|1
1815|Blood Orange - Champagne Coast|11.0|0|1
1815|Bob Marley & The Wailers - Is This Love|11.0|0|1
1815|Britney Spears - Do You Wanna Come Over?|11.0|0|1
1815|Brothertiger - This Must Be The Place (Naive Melody)|11.0|0|1
1815|Camila Cabello - Havana (Live)|11.0|0|1
1815|Carissa's Wierd - Drunk W/ The Only Saints I Know|11.0|0|1
1815|Carissa's Wierd - Fluorescent Lights|11.0|0|1
1815|Carissa's Wierd - Heather Rhodes|11.0|0|1
1815|Carissa's Wierd - Lazy Eyelids|11.0|0|1
1815|Chicago - Saturday in The Park|11.0|0|1
1815|Cigarettes After Sex - SUNSETZ|11.0|0|1
1815|Dagny - Too Young|11.0|0|1
1815|Dagny - Used To You|11.0|0|1
1815|Death Cab for Cutie - The Sound Of Settling|11.0|0|1
1815|Death Cab for Cutie - Title and Registration|11.0|0|1
1815|Dessa - Dear Marie|11.0|0|1
1815|Diamond Thug - Cosmic Dreamer|11.0|0|1
1815|Disclosure - White Noise (feat. AlunaGeorge)|11.0|0|1
1815|Dream State - White Lies|11.0|0|1
1815|DVBBS - Listen Closely (feat. SAFE)|11.0|0|1
1815|Famous Dex - Japan|11.0|0|1
1815|Gavin Creel - The Flesh Failures / Eyes Look Your Last / Let The Sun Shine In|11.0|0|1
1815|Gerard Way - Action Cat|11.0|0|1
1815|Gigi Rowe - New Reality|11.0|0|1
1815|Grace Petrie - Beeswing|11.0|0|1
1815|Grace Petrie - Departures|11.0|0|1
1815|Grace Petrie - Farewell To Welfare|11.0|0|1
1815|Grace Petrie - Iago|11.0|0|1
1815|Grace Petrie - Northbound|11.0|0|1
1815|Grace Petrie - Pride|11.0|0|1
1815|Grace Petrie - Tom Paine's Bones|11.0|0|1
1815|Gryffin - Just For A Moment (feat. Iselin)|11.0|0|1
1815|Hellogoodbye - S'only Natural Edit|11.0|0|1
1815|Jenny Hval - The Dreamer Is Everyone in Her Dream|11.0|0|1
1815|JPEGMAFIA - Thug Tears|11.0|0|1
1815|Kanye West - All Falls Down|11.0|0|1
1815|Kate Bush - Heads We're Dancing|11.0|0|1
1815|Kate Bush - The Sensual World|11.0|0|1
1815|Kate Bush - There Goes a Tenner|11.0|0|1
1815|Kehlani - Get Like|11.0|0|1
1815|Kendrick Lamar - The Recipe - Bonus Track|11.0|0|1
1815|Kraftwerk - Europa Endlos|11.0|0|1
1815|Kraftwerk - Franz Schubert|11.0|0|1
1815|Led Zeppelin - Rock and Roll|11.0|0|1
1815|Lily Allen - Lost My Mind|11.0|0|1
1815|Lingua Nada - SVRF Party|11.0|0|1
1815|loote - Back Together|11.0|0|1
1815|LOOΠΔ 1/3 - Love & Live|11.0|0|1
1815|Low - Dancing and Blood|11.0|0|1
1815|Luke Combs - She Got The Best Of Me|11.0|0|1
1815|Macklemore & Ryan Lewis - Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)|11.0|0|1
1815|Maggie Lindemann - Pretty Girl - Cheat Codes X Cade Remix|11.0|0|1
1815|Maroon 5 - Sugar|11.0|0|1
1815|Mom Jeans. - edward 40hands|11.0|0|1
1815|NoName - Montego Bae (feat. Ravyn Lenae)|11.0|0|1
1815|Oasis - She's Electric|11.0|0|1
1815|Odette - Come Close|11.0|0|1
1815|One Direction - Home|11.0|0|1
1815|One Direction - I Want To Write You A Song|11.0|0|1
1815|Oneohtrix Point Never - The Station|11.0|0|1
1815|Original Broadway Cast Of Mean Girls - Meet The Plastics|11.0|0|1
1815|Original Broadway Cast Of Mean Girls - Revenge Party|11.0|0|1
1815|Original Broadway Cast Of Mean Girls - Someone Gets Hurt (Reprise)|11.0|0|1
1815|Original Broadway Cast Of Mean Girls - What's Wrong With Me?|11.0|0|1
1815|Original Broadway Cast Of Mean Girls - World Burn|11.0|0|1
1815|Pabllo Vittar - Ouro (feat. Urias)|11.0|0|1
1815|Paloma Faith - Only Love Can Hurt Like This|11.0|0|1
1815|Pristin - WEE WOO|11.0|0|1
1815|Pusha T - Nosetalgia|11.0|0|1
1815|Savage Garden - A Thousand Words|11.0|0|1
1815|ScHoolboy Q - Collard Greens|11.0|0|1
1815|Seven Lions - Strangers|11.0|0|1
1815|Shakira - Antes de las Seis|11.0|0|1
1815|Shy Martin - The Ocean|11.0|0|1
1815|Slothrust - Trial & Error|11.0|0|1
1815|Small Faces - Ogdens' Nut Gone Flake (Stereo)|11.0|0|1
1815|Soren Bryce - Cellophane|11.0|0|1
1815|Taylor Swift - Haunted|11.0|0|1
1815|Taylor Swift - Innocent|11.0|0|1
1815|Terror Jr - Sweatpants|11.0|0|1
1815|The Aces - Strong Enough|11.0|0|1
1815|The Blaze - PLACES|11.0|0|1
1815|The Fray - How To Save a Life|11.0|0|1
1815|The Ready Set - No Love (feat. Jule Vera)|11.0|0|1
1815|The Wonder Years - Cardinals|11.0|0|1
1815|The Zombies - Brief Candles (mono version)|11.0|0|1
1815|The Zombies - Changes|11.0|0|1
1815|The Zombies - Hung Up On A Dream (mono version)|11.0|0|1
1815|The Zombies - I Want Her She Wants Me|11.0|0|1
1815|The Zombies - This Will Be Our Year|11.0|0|1
1815|Twenty One Pilots - Screen|11.0|0|1
1815|Voxtrot - Fast Asleep|11.0|0|1
1815|Voxtrot - Long Haul|11.0|0|1
1815|w00dY - Butt|11.0|0|1
1815|w00dY - Get Back|11.0|0|1
1815|w00dY - Hell|11.0|0|1
1815|w00dY - Indecisive|11.0|0|1
1815|Wilco - Heavy Metal Drummer|11.0|0|1
1815|Wilco - Hummingbird|11.0|0|1
1815|Wolf Alice - White Leather|11.0|0|1
1815|Zedd - The Middle (Zola Jesus Remix) (feat. Grey & Maren Morris)|11.0|0|1
1815|Zola Jesus - Avalanche|11.0|0|1
1934|Lil' Wayne - Open Safe|10.5|0|4
1934|Sky Ferreira - Everything Is Embarrassing|10.5|0|4
1934|St. Vincent - Savior|10.5|0|4
1937|Bridgit Mendler - Atlantis (feat. Kaiydo)|10.5|0|3
1937|Carly Rae Jepsen - Your Type|10.5|0|3
1937|Cher - Dancing queen|10.5|0|3
1937|Kanye West - New Slaves|10.5|0|3
1937|Marina & The Diamonds - Primadonna|10.5|0|3
1937|NoName - Part Of Me|10.5|0|3
1937|St. Vincent - Fear The Future|10.5|0|3
1937|The Knocks - Brazilian Soul (feat. Sofi Tukker)|10.5|0|3
1937|The National - DARK SIDE OF THE GYM|10.5|0|3
1937|The Weeknd - Stargirl Interlude|10.5|0|3
1947|Avicii - Without You (feat. Sandro Cavazza)|10.5|0|2
1947|Bridgit Mendler - Ready or Not|10.5|0|2
1947|Denzel Curry - SIRENS | Z1RENZ (FEAT. J.I.D | J.1.D)|10.5|0|2
1947|ESTRONS - Aliens|10.5|0|2
1947|J.I.D - 8701|10.5|0|2
1947|Lady Gaga - Diamond Heart|10.5|0|2
1947|Lady Gaga - Marry The Night|10.5|0|2
1947|Lizzo - Truth Hurts|10.5|0|2
1947|Post Malone - Candy Paint|10.5|0|2
1947|Smino - blkswn|10.5|0|2
1947|Swizz Beatz - 25 Soldiers|10.5|0|2
1947|The Weeknd - Often|10.5|0|2
1959|A$AP Ferg - Moon River|10.5|0|1
1959|Amy Winehouse - Back To Black|10.5|0|1
1959|Amy Winehouse - Me & Mr Jones|10.5|0|1
1959|Anna Yvette - Shooting Star|10.5|0|1
1959|Arctic Monkeys - Do I Wanna Know?|10.5|0|1
1959|Astrid S - Hurts So Good|10.5|0|1
1959|AudioTrim - Acquainted Outro|10.5|0|1
1959|Betta Lemme - Bambola|10.5|0|1
1959|Björk - Who Is It|10.5|0|1
1959|Britney Spears - Can't Make You Love Me|10.5|0|1
1959|BROCKHAMPTON - MILK|10.5|0|1
1959|C418 - Sweden|10.5|0|1
1959|Cat Power - Good Woman|10.5|0|1
1959|Cat Power - Metal Heart|10.5|0|1
1959|Charli XCX - So Far Away|10.5|0|1
1959|Childish Gambino - II. Worldstar|10.5|0|1
1959|Danny McCarthy - Silver Scrapes (As Featured In League Of Legends Season 2 World Championship)|10.5|0|1
1959|Darwin Deez - Queen Of Spades|10.5|0|1
1959|Darwin Deez - Say It First|10.5|0|1
1959|Descendents - I'm Not a Loser|10.5|0|1
1959|Fleetwood Mac - The Chain - 2004 Remastered Edition|10.5|0|1
1959|Francis and The Lights - Try Tho|10.5|0|1
1959|Goldfrapp - Ooh La La|10.5|0|1
1959|Gregory Alan Isakov - Chemicals|10.5|0|1
1959|Gregory Alan Isakov - Southern Star|10.5|0|1
1959|Hello Venus - Hellovenus 5th Single `위글위글`|10.5|0|1
1959|Hilary Duff - All About You|10.5|0|1
1959|Hozier - Nina Cried Power (feat. Mavis Staples)|10.5|0|1
1959|Hyolyn - Dally (feat. GRAY)|10.5|0|1
1959|Ian Taylor - Chompy Hunt|10.5|0|1
1959|Jax Jones - Instruction (feat. Demi Lovato & Stefflon Don)|10.5|0|1
1959|Jeremy Zucker - selfish|10.5|0|1
1959|Julia Michaels - Issues|10.5|0|1
1959|Kacey Musgraves - Fine|10.5|0|1
1959|Kate Boy - Northern Lights|10.5|0|1
1959|Kendrick Lamar - Swimming Pools (Drank)|10.5|0|1
1959|Kimbra - Sweet Relief|10.5|0|1
1959|Kris Wu - Deserve (feat. Travis Scott)|10.5|0|1
1959|L Devine - Like You Like That|10.5|0|1
1959|Louie Zong - Thumbnail|10.5|0|1
1959|Madison Beer - Dead|10.5|0|1
1959|Mastodon - Aqua Dementia|10.5|0|1
1959|Mastodon - Blood and Thunder|10.5|0|1
1959|Mastodon - Hearts Alive|10.5|0|1
1959|Mastodon - I Am Ahab|10.5|0|1
1959|Mastodon - Iron Tusk|10.5|0|1
1959|Mastodon - Island|10.5|0|1
1959|Mastodon - Megalodon|10.5|0|1
1959|Mastodon - Naked Burn|10.5|0|1
1959|Mastodon - Seabeast|10.5|0|1
1959|Mid-Air Thief - Gameun Deut 감은 듯|10.5|0|1
1959|Mid-Air Thief - These Chains 쇠사슬|10.5|0|1
1959|MK - Back & Forth|10.5|0|1
1959|Modest Mouse - Dashboard|10.5|0|1
1959|Oliver Heldens - flamingo|10.5|0|1
1959|OneRepublic - Connection|10.5|0|1
1959|Owl City - Fireflies|10.5|0|1
1959|Panic! at The Disco - Build God, Then We'll Talk|10.5|0|1
1959|Perfume - Party Maker|10.5|0|1
1959|Phoebe Bridgers - Smoke Signals|10.5|0|1
1959|Pussy Riot - Police State|10.5|0|1
1959|Rob Dougan - Furious Angels (instrumental)|10.5|0|1
1959|Rostam - In a River|10.5|0|1
1959|Ryan Beatty - Haircut|10.5|0|1
1959|Sage The Gemini - Don't You|10.5|0|1
1959|Sasha Sloan - Normal|10.5|0|1
1959|Selena Gomez & The Scene - Falling Down|10.5|0|1
1959|Selena Gomez e Marshmello - Wolves|10.5|0|1
1959|Shift K3Y - Entirety|10.5|0|1
1959|St. Vincent - Bring Me Your Loves|10.5|0|1
1959|STRAY KIDS - MY PACE|10.5|0|1
1959|Stromae - Meltdown|10.5|0|1
1959|Taylor Swift - I Did Something Bad (Live)|10.5|0|1
1959|Tchami - After Life (feat. Stacy Barthe)|10.5|0|1
1959|The Menzingers - Ava House|10.5|0|1
1959|The Menzingers - The Obituaries|10.5|0|1
1959|The Vamps - Personal|10.5|0|1
1959|The xx - Together|10.5|0|1
1959|Tierra Whack - Hookers|10.5|0|1
1959|Tracy Chapman - Fast Car|10.5|0|1
1959|Troye Sivan - Seventeen (Reprise)|10.5|0|1
1959|Unknown Mortal Orchestra - From The Sun|10.5|0|1
1959|Wilkinson - Decompression|10.5|0|1
1959|Winner - Really Really|10.5|0|1
1959|Wintersun - Intro 2.0|10.5|0|1
1959|Wintersun - Land Of Snow And Sorrow - Remaster|10.5|0|1
1959|Zac Brown Band - Colder Weather|10.5|0|1
1959|じん - アディショナルメモリー|10.5|0|1
2047|Kanye West - All Of The Lights|10.0|0|4
2048|Behemoth - Angelvs XIII|10.0|0|3
2048|Behemoth - Bartzabel|10.0|0|3
2048|Behemoth - Sabbath Mater|10.0|0|3
2048|Behemoth - Wolves Ov Siberia|10.0|0|3
2048|Demi Lovato - Daddy Issues|10.0|0|3
2048|Kids See Ghosts - 4th Dimension|10.0|0|3
2048|Mitski - A Horse Named Cold Air|10.0|0|3
2048|Mitski - Blue Light|10.0|0|3
2048|Mitski - Pink in The Night|10.0|0|3
2048|Paramore - Fake Happy|10.0|0|3
2048|SunMi - Heroine|10.0|0|3
2048|Twenty One Pilots - Not Today|10.0|0|3
2060|Aurora - Soft Universe|10.0|0|2
2060|Britney Spears - Slumber Party (feat. Tinashe)|10.0|0|2
2060|Clarence Clarity - 2016|10.0|0|2
2060|Glass Animals - Youth|10.0|0|2
2060|Jon Hopkins - Emerald Rush|10.0|0|2
2060|Lady Gaga - Bad Romance|10.0|0|2
2060|Marina & The Diamonds - Oh No!|10.0|0|2
2060|MGMT - Little Dark Age|10.0|0|2
2060|Raveena - If Only|10.0|0|2
2060|Sophie - Is It Cold In The Water?|10.0|0|2
2060|That Kid - Dial Tone|10.0|0|2
2060|Tove Styrke - Mistakes|10.0|0|2
2072|Against The Current - P.A.T.T.|10.0|0|1
2072|Against The Current - Voices|10.0|0|1
2072|Aitana - Lo Malo|10.0|0|1
2072|Alex Anwandter - Locura|10.0|0|1
2072|Alex Lahey - I Haven't Been Taking Care Of Myself|10.0|0|1
2072|Angèle - Flemme|10.0|0|1
2072|Arkells - American Screams|10.0|0|1
2072|Astro - 고백|10.0|0|1
2072|Auli'i Cravalho - How Far I'll Go|10.0|0|1
2072|Aurora - Gentle Earthquakes|10.0|0|1
2072|Axwell /\ Ingrosso - More Than You Know|10.0|0|1
2072|BADBADNOTGOOD - Tried (BADBADNOTGOOD X Little Dragon)|10.0|0|1
2072|Bastille - Daniel in The Den|10.0|0|1
2072|Bastille - Get Home|10.0|0|1
2072|Bastille - Icarus|10.0|0|1
2072|Bastille - Laura Palmer|10.0|0|1
2072|Bastille - Oblivion|10.0|0|1
2072|Bastille - Weight Of Living, Pt. I|10.0|0|1
2072|bazzi - Gone|10.0|0|1
2072|Ben Khan - monsoon daydream|10.0|0|1
2072|Betty Who - Mama Say|10.0|0|1
2072|Bigbang - IF YOU|10.0|0|1
2072|Bigbang - LET'S NOT FALL IN LOVE|10.0|0|1
2072|Billie Eilish - &burn (with Vince Staples)|10.0|0|1
2072|Britney Spears - Phonography|10.0|0|1
2072|Cat's Eyes - Everything Moves Towards The Sun|10.0|0|1
2072|Circa Survive - Dark Pools|10.0|0|1
2072|CLC - Where Are You?|10.0|0|1
2072|Collective Soul - Run|10.0|0|1
2072|Dan Romer - Blind Spots|10.0|0|1
2072|Danny L Harle - Blue Angel|10.0|0|1
2072|DevilDriver - Digging Up The Corpses|10.0|0|1
2072|Diplo - Welcome To The Party (feat. French Montana)|10.0|0|1
2072|Ed Sheeran - Photograph|10.0|0|1
2072|Eden - XO|10.0|0|1
2072|Elza Soares - O Que Se Cala|10.0|0|1
2072|Eric Prydz - Breathe|10.0|0|1
2072|ESTRONS - Drop|10.0|0|1
2072|EXO-K - MAMA|10.0|0|1
2072|Fickle Friends - Brooklyn|10.0|0|1
2072|Fickle Friends - Heartbroken|10.0|0|1
2072|Fifth Harmony - Angel|10.0|0|1
2072|Fifth Harmony - I'm in Love with a Monster|10.0|0|1
2072|Frank Ocean - solo (reprise)|10.0|0|1
2072|FROMIS_9 - First Love|10.0|0|1
2072|Gang Of Youths - Achilles Come Down|10.0|0|1
2072|Gang Of Youths - Fear and Trembling|10.0|0|1
2072|Gang Of Youths - Keep Me In The Open|10.0|0|1
2072|Gang Of Youths - Let Me Down Easy|10.0|0|1
2072|Gang Of Youths - Magnolia|10.0|0|1
2072|Grimes - REALiTi (demo)|10.0|0|1
2072|Heathers The Musical - Yo Girl|10.0|0|1
2072|I.O.I - Very Very Very|10.0|0|1
2072|Ikon - ADORE YOU|10.0|0|1
2072|Ikon - KILLING ME|10.0|0|1
2072|Jack Antonoff & MØ - Never Fall In Love|10.0|0|1
2072|Jay Rock, Kendrick Lamar, Future & James Blake - King's Dead|10.0|0|1
2072|Joyce Jonathan - On|10.0|0|1
2072|JPEGMAFIA - Real Nega|10.0|0|1
2072|Julie Byrne - All The Land Glimmered|10.0|0|1
2072|Julie Byrne - Morning Dove|10.0|0|1
2072|Kelly Clarkson - Heat|10.0|0|1
2072|Kim Petras - Heart To Break - Dan Trapp Remix|10.0|0|1
2072|Kim Petras - Heart To Break - JUDGE Remix|10.0|0|1
2072|Kimbra - Everybody Knows|10.0|0|1
2072|L.A. Salami - The City Nowadays|10.0|0|1
2072|LADIES' CODE - Jane Doe|10.0|0|1
2072|Lenny code fiction - Make My Story|10.0|0|1
2072|Lido - Liar|10.0|0|1
2072|LIL UZI VERT - 7am|10.0|0|1
2072|LIL UZI VERT - Enemies|10.0|0|1
2072|Madness - Our House|10.0|0|1
2072|Major Lazer - All My Love|10.0|0|1
2072|Mars Today - Summatime Fine|10.0|0|1
2072|Nao - Inhale Exhale|10.0|0|1
2072|NCT 127 - 無限的我 무한적아; LIMITLESS|10.0|0|1
2072|Neil Cicierega - Piss|10.0|0|1
2072|Of Embla - Burning Sea|10.0|0|1
2072|Of Embla - Steady|10.0|0|1
2072|olivia o'brien - UDK - Acoustic|10.0|0|1
2072|Omarion/Gucci Mane - I Get It In (feat. Gucci Mane)|10.0|0|1
2072|Ozuna - Vaina Loca|10.0|0|1
2072|Paramore - Playing God|10.0|0|1
2072|Paramore - Proof|10.0|0|1
2072|Paramore - Where The Lines Overlap|10.0|0|1
2072|Passion Pit - Love Is Greed|10.0|0|1
2072|Paul McCartney - Band On The Run - Remastered 2010|10.0|0|1
2072|Peter Gabriel - Sledgehammer - 2012 - Remaster|10.0|0|1
2072|Peter Gabriel - This Is The Picture (Excellent Birds) - 2012 - Remaster|10.0|0|1
2072|Porter Robinson - Years Of War|10.0|0|1
2072|Radical Face - Welcome Home|10.0|0|1
2072|Rae Morris - Lower The Tone|10.0|0|1
2072|Rae Morris - Someone Out There|10.0|0|1
2072|Ravyn Lenae - The Night Song|10.0|0|1
2072|Romeo - MIRO|10.0|0|1
2072|RÜFÜS DU SOL - Lost in My Mind|10.0|0|1
2072|Róisín Murphy - Hairless Toys (Gotta Hurt)|10.0|0|1
2072|Shura - What Happened To Us?|10.0|0|1
2072|Sleater-Kinney - Modern Girl|10.0|0|1
2072|Smino - Spitshine|10.0|0|1
2072|Super Junior - Animals|10.0|0|1
2072|Super Junior - One More Time (Otra Vez)|10.0|0|1
2072|Supercell - The World Is Mine (feat. Hatsune Miku)|10.0|0|1
2072|Taylor Swift - Starlight|10.0|0|1
2072|The Beatles - Twist And Shout - Remastered 2009|10.0|0|1
2072|The Clash - Death or Glory|10.0|0|1
2072|The Clash - Four Horsemen|10.0|0|1
2072|The Clash - Koka Kola|10.0|0|1
2072|The Clash - Rock The Casbah|10.0|0|1
2072|The Clash - The Card Cheat|10.0|0|1
2072|The Knocks - Ride Or Die (feat. Foster The People)|10.0|0|1
2072|The Sound Of Arrows - The Greatest|10.0|0|1
2072|Travi$ Scott - goosebumps|10.0|0|1
2072|Wet - Move Me|10.0|0|1
2072|Wet - There's A Reason|10.0|0|1
2072|Wiz Khalifa - Fr Fr (feat. Lil Skies)|10.0|0|1
2072|Wonder Girls - Candle (feat. Paloalto)|10.0|0|1
2072|You Me at Six - No One Does It Better|10.0|0|1
2190|Florence + The Machine - Sky Full Of Song|9.5|0|3
2190|Lorde - Team|9.5|0|3
2190|Sufjan Stevens - Futile Devices|9.5|0|3
2190|Teyana Taylor - Gonna Love Me|9.5|0|3
2194|Britney Spears - Change Your Mind (No Seas Cortes)|9.5|0|2
2194|EXID - DDD|9.5|0|2
2194|Grimes - Symphonia IX (My Wait Is U)|9.5|0|2
2194|Japanese Breakfast - Posing in Bondage|9.5|0|2
2194|Lauv - Chasing Fire|9.5|0|2
2194|Lauv - Enemies|9.5|0|2
2194|Natalie Prass - THE FIRE|9.5|0|2
2194|NoName - Montego Bae|9.5|0|2
2194|Now, Now - MJ|9.5|0|2
2194|Porter Robinson - Sad Machine|9.5|0|2
2194|Pusha T - M.P.A.|9.5|0|2
2194|The Weeknd - Die For You|9.5|0|2
2194|Tove Lo - Habits (Stay High)|9.5|0|2
2194|Years & Years - King|9.5|0|2
2194|Years & Years - Palo Santo|9.5|0|2
2209|5 Seconds Of Summer - Monster Among Men|9.5|0|1
2209|Alice Ripley - I've Been|9.5|0|1
2209|Aminé - Caroline|9.5|0|1
2209|Aminé - RATCHET SATURN GIRL|9.5|0|1
2209|Aseul - Dazed|9.5|0|1
2209|Azealia Banks - 1991|9.5|0|1
2209|Bayside - Mona Lisa|9.5|0|1
2209|Belly - Maintain|9.5|0|1
2209|Ben Folds - So There|9.5|0|1
2209|Big Star - Give Me Another Chance|9.5|0|1
2209|Big Star - Life Is White|9.5|0|1
2209|Big Star - Try Again|9.5|0|1
2209|Big Star - You Get What You Deserve|9.5|0|1
2209|Birdy - Hear You Calling|9.5|0|1
2209|Bladee - First Crush|9.5|0|1
2209|Bob Dylan - Subterranean Homesick Blues|9.5|0|1
2209|Bratmobile - Cool Schmool|9.5|0|1
2209|Bria Lee - One Shot|9.5|0|1
2209|Brian Eno - 1/1 (2004 Digital Remaster)|9.5|0|1
2209|BROCKHAMPTON - DIRT|9.5|0|1
2209|BTS - Trivia 承 : Love|9.5|0|1
2209|Buddy Holly - Everyday Version|9.5|0|1
2209|Camila Cabello - Something's Gotta Give|9.5|0|1
2209|CAZA - SLIDE|9.5|0|1
2209|Charli XCX - Need Ur Luv (Japanese Wallpaper Remix)|9.5|0|1
2209|CHVRCHES - Miracle|9.5|0|1
2209|Cigarettes After Sex - Sweet|9.5|0|1
2209|Clarence Clarity - Alive In The Septic|9.5|0|1
2209|Clarence Clarity - Will To Believe|9.5|0|1
2209|Cursive - Free To Be Or Not To Be You And Me|9.5|0|1
2209|Dave Zulueta & Marilia Monzón - Alfonsina y el Mar|9.5|0|1
2209|Dax Shepard - Bob Mervak|9.5|0|1
2209|Dax Shepard - Erika Christensen|9.5|0|1
