Rank|Song|Total Points|Number Ones|Total Listeners
446|Troye Sivan - Bloom|23.5|0|7
448|Charli XCX - Boys|23.5|1|5
449|Allie X - Casanova|23.5|0|4
449|Dua Lipa - Be The One|23.5|0|4
449|Hyolyn - See Sea|23.5|0|4
449|Wolf Alice - Sky Musings|23.5|0|4
453|Calvin Harris - Summer|23.5|0|3
453|Clairo - 4EVER|23.5|0|3
453|Cloud Nothings - Dissolution|23.5|0|3
453|Cloud Nothings - In Shame|23.5|0|3
453|Cloud Nothings - On An Edge|23.5|0|3
453|Cloud Nothings - The Echo Of The World|23.5|0|3
453|Silk City - Electricity (with Dua Lipa) - Acoustic|23.5|0|3
453|Sugababes - Push The Button|23.5|0|3
453|Wolf Alice - Don't Delete The Kisses|23.5|0|3
462|NCT 127 - What We Talkin' Bout (feat. Marteen)|23.5|1|2
463|Arctic Monkeys - Teddy Picker|23.5|0|2
464|BROCKHAMPTON - DISTRICT|23.0|0|6
465|Lana Del Rey - Love|23.0|0|5
466|Denzel Curry - Switch It Up|23.0|0|3
466|Majid Jordan - All Over You|23.0|0|3
466|Mitski - Pink in The Night|23.0|0|3
466|WEKI MEKI - Crush|23.0|0|3
470|Lennon Stella - Breakaway|23.0|1|2
470|TWICE - SIGNAL|23.0|1|2
472|Fleetwood Mac - Dreams - 2004 Remastered Edition|23.0|0|2
472|Kodak Black - Roll in Peace (feat. XXXTENTACION)|23.0|0|2
472|The Aces - Volcanic Love|23.0|0|2
472|YURI (Girls' Generation) - Into You|23.0|0|2
472|zack fox - SQUARE UP|23.0|0|2
477|Taylor Swift - King Of My Heart|22.5|0|5
478|Britney Spears - Break The Ice|22.5|0|4
478|Charli XCX - Lucky|22.5|0|4
480|Ava Max - My Way|22.5|0|3
480|Carly Rae Jepsen - Let's Get Lost|22.5|0|3
480|Dean Lewis - Be Alright|22.5|0|3
480|Lennon Stella - Bad|22.5|0|3
480|Sasha Sloan - Chasing Parties|22.5|0|3
485|Jon Bellion - Simple & Sweet|22.5|1|2
486|Beach House - Beyond Love|22.5|0|2
486|Cloud Nothings - Offer An End|22.5|0|2
486|Dominic Fike - Socks|22.5|0|2
486|Rico Nasty - Bitch I'm Nasty|22.5|0|2
486|Taylor Swift - Today Was a Fairytale|22.5|0|2
491|Kids See Ghosts - Fire|22.0|0|4
492|Britney Spears - (You Drive Me) Crazy|22.0|0|3
492|Britney Spears - I'm a Slave 4 U|22.0|0|3
492|Charli XCX - Break The Rules|22.0|0|3
492|LSD - Genius|22.0|0|3
492|Wafia - I'm Good|22.0|0|3
497|Lany - Thru These Tears|22.0|1|2
497|Quavo - BIGGEST ALLEY OOP|22.0|1|2
499|Boa - Woman|22.0|0|2
499|Britney Spears - Work B**ch|22.0|0|2
499|Cocteau Twins - Cherry-Coloured Funk|22.0|0|2
499|Denzel Curry - Clout Cobain|22.0|0|2
499|Jimi Hendrix - All Along The Watchtower|22.0|0|2
499|Lil Yachty - Everything Good, Everything Right|22.0|0|2
499|Paramore - Still into You|22.0|0|2
499|Rina Sawayama - Ordinary Superstar|22.0|0|2
507|Lil Peep & XXXTentacion - Falling Down|21.5|0|6
508|5 Seconds Of Summer - Babylon|21.5|0|4
508|Carly Rae Jepsen - Warm Blood|21.5|0|4
508|Kate Bush - Running Up That Hill (A Deal With God)|21.5|0|4
508|Panic! at The Disco - Roaring 20s|21.5|0|4
512|Father John Misty - God's Favorite Customer|21.5|0|3
512|Jess Glynne - Rollin|21.5|0|3
512|NoName - Ace|21.5|0|3
512|Red Velvet - Kingdom Come|21.5|0|3
512|That Kid - Dial Tone|21.5|0|3
517|Marc E. Bassy - Simma (feat. Guapdad 4000)|21.5|1|2
